ACCOUNT_ID,PROD_CD,REGION,RATING_GRADE,DRAWN_BAL,UNDRAWN,DPD,FORBEARANCE,WATCHLIST,DEFAULT_IND,IO_FLAG,MONTHLY_PAYMENT,EIR,REMAIN_TERM_M,LTV,PD_LIFETIME_ORIG
NB010003605,2101,WAL,3,535976.34,0.0,0,N,N,N,Y,0.0,5.6177,102,44.8,0.003277
NB010003612,2100,NE,2,336619.23,0.0,0,N,N,N,N,4317.51,2.1971,92,40.3,0.001319
NB010003619,2600,SW,6,1789.25,710.75,0,N,Y,N,N,43.99,0.2792,48,0.0,0.013685
NB010003626,2100,SCO,5,110557.63,0.0,0,N,N,N,N,1890.7,3.7373,69,67.0,0.008241
NB010003633,2110,LON,7,107995.95,0.0,0,N,N,N,N,715.93,6.2152,178,84.4,0.031321
NB010003640,2700,NW,8,7169.31,2500,0,N,N,N,N,117.5,0.1011,72,0.0,0.031788
NB010003647,2100,SE,1,194696.35,0.0,0,N,N,N,N,770.95,3.7175,298,35.5,0.000515
NB010003654,2400,NE,8,37698.19,0,0,N,N,N,N,1034.51,0.1457,43,0.0,0.026937
NB010003661,2500,LON,2,4952.51,7047.49,0,N,N,N,N,72.15,0.3061,81,0.0,0.001357
NB010003668,2500,NI,2,911.88,2088.12,0,N,N,N,N,14.54,0.2601,74,0.0,0.001103
NB010003675,2101,SW,4,271810.87,0.0,190,N,N,Y,N,2124.08,4.6991,151,62.7,0.003871
NB010003682 ,2600,NE,5,135.25,864.75,0,N,N,N,N,2.7,0.3252,59,0.0,0.00641
NB010003689,2101,MID,9,465874.42,0.0,0,N,N,N,N,6467.43,4.4602,85,61.2,0.042994
NB010003696,2500,NW,15,1665.92,3334.08,0,N,N,Y,N,140.41,0.1942,14,0.0,0.114472
NB010003703,2100,SE,7,255622.66,0.0,0,N,N,N,N,2578.07,5.7388,117,70.7,0.034148
NB010003710,2500,NI,11,332.3,1167.7,0,N,N,N,N,28.01,0.2862,14,0.0,0.096441
NB010003717,2500,NE,4,747.08,2252.92,0,N,N,N,N,58.77,0.3112,15,0.0,0.003436
NB010003724,2100,SCO,9,478849.76,0.0,0,N,N,N,N,7244.14,5.8195,78,72.5,0.058341
NB010003731,2700,LON,6,21514.06,0,0,N,N,N,N,906.66,0.1085,28,0.0,0.013429
NB010003738,2500,SE,5,5647.15,2352.85,0,N,N,N,N,130.66,0.2115,51,0.0,0.011251
NB010003745,2400,NE,5,21827.05,0,0,Y,N,N,N,888.14,0.1101,29,0.0,0.010698
NB010003752,2100,SCO,3,295609.93,0.0,0,N,N,N,N,2813.06,5.0135,124,37.3,0.002393
NB010003759,2110,LON,7,561021.94,0.0,0,N,N,N,N,3036.72,6.2912,218,77.9,0.030403
NB010003766,2400,SCO,8,44609.5,0,0,N,N,N,N,1032.14,0.086,51,0.0,0.046497
NB010003773 ,2100,MID,7,359473.19,0.0,0,N,N,N,N,1437.89,5.8025,295,37.2,0.02862
NB010003780,2101,NE,9,324100.87,0.0,0,N,N,N,Y,0.0,3.4185,83,64.2,0.062322
NB010003787,2110,WAL,5,291531.9,0.0,12,N,N,N,N,1746.23,6.7336,197,71.7,0.006527
NB010003794,2600,WAL,11,1600.87,899.13,47,N,N,N,N,34.35,0.222,55,0.0,0.094267
NB010003801,2100,LON,1,402288.75,0.0,0,N,N,N,N,2187.56,4.1292,217,69.7,0.000529
NB010003808,2100,LON,5,562638.64,0.0,0,N,N,N,N,5626.39,4.5254,118,77.0,0.01006
NB010003815,2100,NI,5,62975.73,0.0,0,N,N,N,N,505.52,4.6852,147,40.6,0.008427
NB010003822 ,2100,NE,10,465996.75,0.0,0,N,N,N,N,6109.74,3.3036,90,47.5,0.056069
NB010003829,2400,NW,6,22848.17,0,0,N,N,N,N,456.96,0.1093,59,0.0,0.012295
NB010003836,2130,WAL,6,509896.24,0.0,0,N,N,N,N,8474.33,8.9102,71,65.1,0.025054
NB010003843,2400,MID,10,4781.0,0,0,N,N,N,N,110.62,0.1277,51,0.0,0.049968
NB010003850,2400,LON,5,31941.52,2500,35,N,N,N,N,459.65,0.0694,82,0.0,0.005436
NB010003857,2700,NE,9,15659.23,2500,0,N,N,N,N,288.72,0.0914,64,0.0,0.06567
NB010003864,2400,NW,9,26390.93,0,0,N,N,N,N,546.34,0.1833,57,0.0,0.068319
NB010003871,2100,NI,4,119491.93,0.0,0,N,N,N,N,952.71,3.4224,148,81.0,0.004601
NB010003878 ,2100,LON,3,190088.09,0.0,0,N,Y,N,N,1078.38,3.7714,208,77.8,0.00267
NB010003885,2101,WAL,10,399044.58,0.0,0,N,N,N,N,2242.25,5.0482,210,67.6,0.076037
NB010003892,2400,NW,6,43929.55,0,0,N,N,N,N,909.42,0.2149,57,0.0,0.018502
NB010003899 ,2130,LON,7,603212.93,0.0,0,N,N,N,N,6299.04,8.4122,113,67.9,0.022779
NB010003906,2100,SW,9,356651.49,0.0,190,N,N,Y,N,4008.08,2.2773,105,36.8,0.05679
NB010003913,2100,NW,13,576415.68,0.0,95,N,N,Y,N,3163.58,4.3706,215,43.3,0.062195
NB010003920,2500,WAL,8,621.57,2378.43,0,N,N,N,N,20.37,0.25,36,0.0,0.027219
NB010003927,2100,NW,7,400894.07,0.0,0,N,N,N,N,1987.63,5.1504,238,58.2,0.03546
NB010003934 ,2100,NI,5,505617.86,0.0,0,N,N,N,N,2377.01,3.3066,251,36.0,0.00951
NB010003941 ,2400,LON,11,13415.27,2500,0,N,N,N,N,213.92,0.199,74,0.0,0.089676
NB010003948,2400,NW,7,6981.21,0,999,N,N,N,N,175.27,0.0949,47,0.0,0.029809
NB010003955,2130,SCO,6,206597.14,0.0,0,N,N,N,N,3932.01,5.5679,62,81.7,0.018705
NB010003962,2100,NE,5,536453.34,0.0,0,N,N,N,N,3931.77,2.9389,161,72.6,0.01071
NB010003969 ,2500,SCO,1,5431.83,2568.17,0,N,N,N,N,156.33,0.247,41,0.0,0.001006
NB010003976,2400,SE,5,13374.22,0,0,N,N,N,N,478.23,0.1769,33,0.0,0.01083
NB010003983,2110,WAL,2,255449.39,0.0,0,N,N,N,N,1773.12,3.8499,170,77.1,0.001733
NB010003990 ,2700,LON,7,19273.58,2500,0,N,N,N,N,270.75,0.1205,84,0.0,0.036258
NB010003997,2110,NE,8,194886.42,0.0,0,N,N,N,N,877.73,4.9201,262,72.9,0.050645
NB010004004,2110,WAL,8,206198.27,0.0,0,N,N,N,N,973.26,5.5411,250,75.9,0.041002
NB010004011,2500,LON,9,8189.81,3810.19,0,N,N,N,N,604.0,0.2274,16,0.0,0.054312
NB010004018,2100,SCO,8,481817.58,0.0,0,N,N,N,N,2059.94,3.2103,276,70.0,0.051475
NB010004025,2400,WAL,6,36944.37,0,0,N,N,N,N,1362.32,0.2108,32,0.0,0.022159
NB010004032,2600,NW,7,917.28,82.72,0,Y,N,N,N,36.08,0.3261,30,0.0,0.034871
NB010004039,2400,NI,11,2524.86,0,0,N,N,N,N,37.71,0.1656,79,0.0,0.077678
NB010004046,2400,SE,15,7709.65,0,0,N,N,Y,N,139.96,0.1849,65,0.0,0.085396
NB010004053,2400,SE,4,41775.53,2500,0,N,N,N,N,601.16,0.1949,82,0.0,0.006266
NB010004060,2120,SW,7,570797.38,0.0,0,N,N,N,N,7483.79,7.7695,90,79.8,0.035665
NB010004067,2500,LON,7,2543.43,456.57,0,N,N,N,N,51.75,0.2972,58,0.0,0.02996
NB010004074,2700,NI,4,1310.42,0,0,N,N,N,N,16.28,0.135,95,0.0,0.006597
NB010004081,2110,MID,6,535238.81,0.0,0,N,N,N,N,2347.89,4.8239,269,72.8,0.021469
NB010004088,2120,SE,5,424476.56,0.0,0,N,N,N,N,9106.95,7.9121,55,69.3,0.007372
NB010004095,2500,NE,5,5249.46,2750.54,0,N,N,N,N,52.05,0.2829,119,0.0,0.00834
NB010004102,2101,WAL,11,598171.56,0.0,0,N,N,N,Y,0.0,2.5793,219,40.2,0.073576
NB010004109,2101,SW,2,63245.36,0.0,0,N,N,N,Y,0.0,4.8136,133,44.9,0.001885
NB010004116,2500,SE,6,2253.93,746.07,0,N,N,N,N,34.54,0.2304,77,0.0,0.021194
NB010004123 ,2400,LON,7,38010.97,0,0,N,Y,N,N,975.06,0.0843,46,0.0,0.02346
NB010004130,2110,LON,7,381118.98,0.0,0,N,N,N,N,2072.44,6.6357,217,91.1,0.032338
NB010004137,2400,SCO,5,16492.46,2500,0,N,N,N,N,259.48,0.1195,75,0.0,0.00934
NB010004144,2100,SW,4,552180.54,0.0,0,N,N,N,N,5130.5,3.9493,127,72.4,0.00672
NB010004151 ,2110,WAL,4,375586.13,0.0,0,N,Y,N,N,1605.77,4.8545,276,88.5,0.006712
NB010004158,2100,MID,8,307600.96,0.0,0,N,N,N,N,1688.23,2.706,215,51.8,0.050627
NB010004165,2110,SCO,8,356312.97,0.0,0,N,N,N,N,1695.36,6.7567,248,68.1,0.034287
NB010004172,2600,NE,6,138.07,361.93,0,N,N,N,N,6.03,0.1662,27,0.0,0.020627
NB010004179,2500,NI,6,844.1,655.9,0,N,N,N,N,10.16,0.1916,98,0.0,0.012752
NB010004186,2400,SCO,10,38835.58,0,12,N,N,N,N,1432.06,0.1669,32,0.0,0.075193
NB010004193,2100,NE,6,172938.67,0.0,0,N,N,N,N,879.6,2.9167,232,44.6,0.018839
NB010004200,2400,NE,2,35361.94,2500,0,N,N,N,N,758.67,0.0762,55,0.0,0.001844
NB010004207,2100,SE,8,268012.63,0.0,0,N,N,N,N,3227.09,4.7184,98,61.7,0.032876
NB010004214,2100,MID,12,579337.57,0.0,0,N,N,N,N,3107.36,4.7091,220,64.4,0.100074
NB010004221,2120,WAL,11,191895.43,0.0,0,N,N,N,N,2116.23,6.2364,107,85.2,0.089036
NB010004228 ,2500,NE,9,320.46,1179.54,0,N,N,N,N,9.22,0.3398,41,0.0,0.064331
NB010004235,2700,NE,7,13963.06,0,0,N,N,N,N,433.59,0.1033,38,0.0,0.034438
NB010004242,2500,MID,3,264.17,2735.83,0,N,N,N,N,4.39,0.3077,71,0.0,0.003718
NB010004249,2500,SW,10,1362.06,137.94,0,N,N,N,N,17.86,0.1896,90,0.0,0.070382
NB010004256,2100,NI,5,272629.63,0.0,0,N,N,N,N,1973.64,5.0446,163,66.6,0.008938
NB010004263,2120,SCO,4,358799.83,0.0,N/A,N,N,N,N,3159.58,8.4977,134,72.3,0.006493
NB010004270,2400,LON,6,44454.17,2500,0,N,N,N,N,1279.41,0.1399,41,0.0,0.020131
NB010004277,2110,NE,6,231890.56,0.0,0,N,N,N,N,1354.61,4.946,202,86.0,0.015673
NB010004284,2400,LON,6,16893.57,2500,0,N,N,N,N,553.73,0.1837,36,0.0,0.023998
NB010004291,2100,SCO,3,283219.23,0.0,0,Y,N,N,N,2025.45,4.8825,165,64.8,0.003769
NB010004298,2400,SW,7,30986.54,0,0,N,N,N,N,1179.49,0.1996,31,0.0,0.029216
NB010004305,2500,NI,1,2228.75,9771.25,0,N,N,N,N,75.14,0.2711,35,0.0,0.000831
NB010004312 ,2130,MID,9,210557.67,0.0,0,N,N,N,N,3882.16,8.0255,64,66.3,0.045069
NB010004319,2100,NW,7,165394.0,0.0,0,N,N,N,N,1072.33,4.0493,182,79.2,0.037948
NB010004326,2110,MID,5,556301.68,0.0,0,N,N,N,N,6022.35,3.6788,109,71.8,0.008138
NB010004333,2120,NI,8,368145.18,0.0,0,N,N,N,N,2935.21,4.0631,148,81.5,0.04566
NB010004340 ,2500,SE,12,3307.53,1692.47,0,N,N,N,N,78.06,0.3456,50,0.0,0.086724
NB010004347,2400,NW,5,4666.78,0,0,N,N,N,N,211.8,0.1192,26,0.0,0.006191
NB010004354,2400,SW,4,34452.17,2500,0,N,N,N,N,635.21,0.2227,64,0.0,0.00438
NB010004361,2400,SW,6,18074.91,2500,0,N,N,N,N,507.82,0.0978,42,0.0,0.01684
NB010004368,2100,NE,5,286542.08,0.0,0,N,N,N,N,1315.64,4.3624,257,76.8,0.010109
NB010004375,2110,NW,5,323281.96,0.0,0,N,N,N,N,4058.22,3.7956,94,84.8,0.011212
NB010004382 ,2400,WAL,8,29851.01,2500,0,N,N,N,N,559.11,0.2191,63,0.0,0.041831
NB010004389,2100,SE,5,311881.47,0.0,0,N,N,N,N,1251.77,2.3923,294,52.4,0.009696
NB010004396,2110,NE,5,576604.56,0.0,0,N,N,N,N,3164.62,5.5797,215,91.7,0.007865
NB010004403,2700,WAL,11,22166.24,0,0,N,N,N,N,817.38,0.1206,32,0.0,0.086882
NB010004410,2101,WAL,5,247768.19,0.0,0,N,N,N,Y,0.0,6.058,223,60.3,0.008444
NB010004417,2110,WAL,7,294505.19,0.0,0,N,N,N,N,2612.9,5.6149,133,80.2,0.036486
NB010004424,2100,NI,8,456387.04,0.0,0,N,N,N,N,8548.2,4.8829,63,50.9,0.045729
NB010004431,2120,MID,8,238413.15,0.0,0,N,N,N,N,1888.1,4.9119,149,72.1,0.033589
NB010004438,2120,SW,9,46406.58,0.0,0,N,N,N,N,497.82,4.0225,110,69.6,0.05319
NB010004445,2110,NE,10,59298.75,0.0,0,N,N,N,N,647.89,5.7635,108,82.0,0.076647
NB010004452,2100,SCO,6,443084.82,0.0,0,N,N,N,N,4149.52,4.0223,126,49.1,0.016843
NB010004459 ,2130,SCO,5,496427.64,0.0,0,N,N,N,N,9928.55,6.727,59,84.9,0.00627
NB010004466,2101,MID,8,199966.86,0.0,0,N,N,N,N,1722.34,3.7362,137,80.2,0.048576
NB010004473,2110,MID,6,344406.61,0.0,0,N,N,N,N,1522.1,5.0251,267,78.2,0.025451
NB010004480,2100,LON,6,580052.94,0.0,0,N,N,N,N,6457.19,3.0099,106,71.2,0.021822
NB010004487,2130,SCO,10,501243.32,0.0,0,N,N,N,N,8827.87,4.848,67,83.2,0.048806
NB010004494,2400,NI,9,41476.78,2500,0,N,N,N,N,1287.96,0.0798,38,0.0,0.067692
NB010004501 ,2100,LON,1,536539.52,0.0,0,N,N,N,N,7816.25,5.2144,81,42.2,0.000579
NB010004508,2100,NW,11,546739.15,0.0,0,N,N,N,N,5376.27,2.5907,120,55.9,0.080647
NB010004515,2100,NI,6,197025.81,0.0,0,N,N,N,N,1117.74,3.7496,208,43.8,0.025088
NB010004522,2600,SE,12,1362.64,3637.36,0,N,N,N,N,29.78,0.3376,54,0.0,0.094139
NB010004529 ,2400,MID,6,7927.32,0,0,N,N,N,N,584.64,0.2079,16,0.0,0.025106
NB010004536,2100,MID,13,405932.27,0.0,0,N,Y,N,N,1923.7,2.7787,249,75.1,0.116973
NB010004543,2110,SW,2,415660.58,0.0,0,N,N,N,N,2636.99,6.3899,186,85.1,0.001876
NB010004550,2130,LON,7,576753.19,0.0,47,N,N,N,N,6874.43,6.6237,99,75.2,0.024271
NB010004557 ,2100,SE,15,401956.33,0.0,0,N,N,Y,N,1920.28,2.625,247,46.9,0.138068
NB010004564,2700,NI,6,7213.14,2500,0,N,N,N,N,146.75,0.0742,58,0.0,0.017725
NB010004571,2400,WAL,6,27423.06,0,0,N,N,N,N,1617.96,0.1366,20,0.0,0.019508
NB010004578,2110,SW,2,159974.39,0.0,0,N,N,N,N,2220.82,6.1504,85,75.2,0.00129
NB010004585 ,2100,SCO,9,558810.93,0.0,0,N,N,N,N,7326.63,5.4862,90,55.2,0.040411
NB010004592,2120,SW,11,453030.09,0.0,0,N,N,N,N,14447.99,7.7094,37,62.5,0.083162
NB010004599,2400,NE,6,28262.39,0,0,N,N,N,N,2565.36,0.0736,13,0.0,0.019412
NB010004606,2100,LON,5,130515.65,0.0,0,N,N,N,N,880.05,5.1054,175,84.2,0.008744
NB010004613,2400,MID,4,35014.78,0,0,N,N,N,N,724.87,0.0984,57,0.0,0.004722
NB010004620,2400,NI,6,35297.13,0,0,N,N,N,N,2776.71,0.0902,15,0.0,0.018225
NB010004627,2101,SW,6,134135.33,0.0,0,N,N,N,Y,0.0,3.3276,144,80.8,0.017509
NB010004634,2400,WAL,10,3399.15,0,0,N,N,N,N,58.99,0.0749,68,0.0,0.063304
NB010004641,2500,NW,11,2444.53,5555.47,0,N,N,N,N,41.21,0.331,70,0.0,0.063535
NB010004648,2500,NE,9,5604.55,6395.45,0,N,N,N,N,58.01,0.2576,114,0.0,0.055223
NB010004655,2110,SE,7,568842.06,0.0,0,N,N,N,N,2449.76,5.5223,274,73.5,0.036943
NB010004662,2400,WAL,9,11338.06,0,5,N,N,N,N,304.07,0.2258,44,0.0,0.043323
NB010004669,2400,SE,7,41524.47,0,0,Y,N,N,N,742.41,0.1781,66,0.0,0.019221
NB010004676,2110,SCO,8,167771.57,0.0,0,N,N,N,N,1214.54,4.1076,163,87.9,0.033907
NB010004683,2700,MID,5,1325.44,2500,0,N,N,N,N,52.13,0.0718,30,0.0,0.00616
NB010004690,2110,WAL,4,70966.03,0.0,0,N,N,N,N,298.01,4.8168,281,84.5,0.003577
NB010004697,2700,NE,4,16146.56,0,0,N,N,N,N,414.19,0.1218,46,0.0,0.004321
NB010004704,2100,NE,7,479903.75,0.0,0,N,N,N,N,4680.05,5.5576,121,52.8,0.029011
NB010004711,2110,SCO,6,526005.09,0.0,0,N,N,N,N,4666.81,3.1323,133,78.7,0.020239
NB010004718,2100,MID,11,598582.41,0.0,0,N,N,N,N,4306.87,4.0634,164,57.8,0.04951
NB010004725,2101,MID,10,249675.75,0.0,999,N,Y,N,Y,0.0,4.7757,48,42.4,0.066841
NB010004732 ,2100,NE,6,316942.77,0.0,75,N,N,N,N,1369.94,4.212,273,56.9,0.023263
NB010004739,2120,NW,8,377523.54,0.0,0,N,N,N,N,3651.46,4.867,122,72.8,0.051918
NB010004746,2110,NW,7,327780.28,0.0,0,N,Y,N,N,1470.65,3.2502,263,75.0,0.025932
NB010004753,2100,SE,9,535304.24,0.0,75,N,N,N,N,2280.36,5.4006,277,41.5,0.054052
NB010004760,2110,SCO,12,294936.73,0.0,0,Y,N,N,N,1831.71,6.6487,190,88.9,0.060645
NB010004767,2400,SCO,8,44167.29,0,0,N,N,N,N,777.87,0.1756,67,0.0,0.044957
NB010004774,2120,SCO,7,371652.61,0.0,62,N,N,N,N,3748.29,5.6606,117,84.5,0.0217
NB010004781,2400,MID,10,10462.94,0,190,N,N,Y,N,146.98,0.2232,84,0.0,0.082949
NB010004788,2110,SE,4,139660.7,0.0,0,N,N,N,N,1307.93,4.9724,126,79.8,0.00603
NB010004795,2500,LON,6,1656.42,1343.58,0,N,N,N,N,26.41,0.2587,74,0.0,0.014629
NB010004802,2500,WAL,11,6960.68,5039.32,0,N,N,N,N,90.26,0.2516,91,0.0,0.090743
NB010004809 ,2700,SW,9,44595.33,2500,0,N,N,N,N,1143.97,0.0617,46,0.0,0.047465
NB010004816,2400,WAL,10,23873.87,2500,0,N,N,N,N,1006.11,0.1775,28,0.0,0.059748
NB010004823,2400,WAL,3,44687.86,0,0,N,N,N,N,1033.95,0.1409,51,0.0,0.002572
NB010004830,2100,SCO,9,95402.64,0.0,0,N,N,N,N,475.0,2.2061,237,65.6,0.061923
NB010004837,2100,NI,3,167368.9,0.0,0,N,N,N,N,1400.68,5.5832,141,60.9,0.003545
NB010004844,2110,SE,7,473805.51,0.0,0,N,N,N,N,2018.38,6.0668,277,73.6,0.020413
NB010004851,2500,LON,7,11439.05,560.95,5,N,N,N,N,195.62,0.3241,69,0.0,0.037363
NB010004858,2500,NE,9,1566.59,10433.41,0,N,N,N,N,17.28,0.334,107,0.0,0.067649
NB010004865,2101,MID,5,461542.96,0.0,0,N,N,N,N,2992.42,5.2961,182,56.6,0.007011
NB010004872,2100,SE,3,276792.37,0.0,0,N,N,N,N,3402.24,4.2072,96,73.9,0.003047
NB010004879,2600,LON,7,992.99,1507.01,0,N,N,N,N,39.06,0.2196,30,0.0,0.039561
NB010004886,2400,LON,4,24684.06,0,0,N,N,N,N,939.59,0.2199,31,0.0,0.007016
NB010004893,2100,SW,7,283663.8,0.0,0,N,N,N,N,1355.15,5.0816,247,41.5,0.037928
NB010004900,2400,NI,8,5465.39,2500,0,N,N,N,N,165.36,0.0849,39,0.0,0.045908
NB010004907,2100,SE,6,478004.89,0.0,0,N,N,N,N,2066.1,4.9706,273,79.1,0.025124
NB010004914,2120,NE,7,562606.6,0.0,0,N,N,N,N,4310.88,4.2694,154,63.6,0.024361
NB010004921,2101,NE,3,211008.8,0.0,0,N,N,N,Y,0.0,6.0079,71,47.4,0.002435
NB010004928 ,2100,SCO,9,317282.31,0.0,0,N,N,N,N,1980.92,5.4217,189,59.8,0.034946
NB010004935,2110,WAL,9,446817.33,0.0,0,N,N,N,N,6759.54,4.4904,78,79.3,0.057011
NB010004942 ,2100,SCO,5,140784.01,0.0,0,N,N,N,N,615.28,2.2053,270,58.9,0.006177
NB010004949,2500,NE,6,2897.75,2102.25,0,N,N,N,N,201.14,0.348,17,0.0,0.015893
NB010004956,2500,SW,4,2948.99,2051.01,130,N,N,Y,N,30.79,0.2191,113,0.0,0.003653
NB010004963,2101,SE,7,71708.02,0.0,0,N,N,N,Y,0.0,4.0406,101,42.9,0.039785
NB010004970,2700,NI,8,5798.4,0,0,N,N,N,N,148.74,0.1093,46,0.0,0.026164
NB010004977,2400,SE,4,18234.71,0,0,N,N,N,N,331.03,0.069,65,0.0,0.007023
NB010004984,2110,MID,9,133074.53,0.0,0,N,N,N,N,526.94,4.4924,298,91.1,0.035206
NB010004991,2100,SE,6,51668.92,0.0,0,N,N,N,N,216.97,5.5529,281,47.3,0.01435
NB010004998,2400,WAL,7,10713.16,0,0,N,N,N,N,1053.46,0.1852,12,0.0,0.021979
NB010005005,2101,NE,9,282555.67,0.0,0,N,N,N,Y,0.0,5.0557,102,56.4,0.058633
NB010005012,2400,MID,11,23614.22,0,35,N,N,N,N,480.43,0.0992,58,0.0,0.072558
NB010005019,2120,NE,10,336863.93,0.0,0,N,N,N,N,3935.64,6.636,101,78.9,0.050589
NB010005026,2100,NI,7,494887.87,0.0,0,N,N,N,N,2139.08,3.8986,273,41.5,0.026307
NB010005033 ,2400,NI,8,26980.15,2500,0,N,N,N,N,707.48,0.1163,45,0.0,0.030703
NB010005040,2101,NE,6,488487.62,0.0,0,N,N,N,Y,0.0,2.4733,202,64.9,0.013654
NB010005047,2110,NE,9,345916.58,0.0,0,N,N,N,N,4041.4,4.2158,101,69.5,0.056276
NB010005054,2110,NI,5,139629.6,0.0,0,N,N,N,N,566.2,3.6336,291,88.9,0.008812
NB010005061,2100,SCO,5,541861.85,0.0,0,N,N,N,N,5658.38,3.4942,113,37.2,0.010011
NB010005068,2500,NW,7,2395.59,2604.41,12,N,N,N,N,28.84,0.2507,98,0.0,0.022253
NB010005075,2500,SE,9,1072.72,427.28,0,N,N,N,N,38.36,0.3016,33,0.0,0.052862
NB010005082,2100,SE,5,222630.18,0.0,0,N,N,N,N,3325.36,5.5532,79,51.8,0.005721
NB010005089,2700,NI,6,44252.27,0,0,N,N,N,N,1087.87,0.1264,48,0.0,0.024416
NB010005096,2130,SE,6,137608.71,0.0,999,N,N,N,N,1364.52,6.5564,119,74.3,0.017428
NB010005103,2100,NI,5,282836.17,0.0,,N,N,N,N,1545.12,2.6782,216,52.0,0.005907
NB010005110,2500,LON,6,6551.08,1448.92,0,N,N,N,N,168.05,0.2689,46,0.0,0.013787
NB010005117,2400,MID,9,26866.48,2500,0,N,N,N,N,452.89,0.1235,70,0.0,0.044889
NB010005124,2110,SW,6,299247.95,0.0,0,N,N,N,N,1401.24,4.3892,252,88.3,0.02168
NB010005131,2600,MID,8,1623.5,876.5,0,N,N,N,N,40.76,0.2523,47,0.0,0.045448
NB010005138,2110,NE,6,143267.92,0.0,0,N,Y,N,N,988.63,3.1289,171,76.1,0.023392
NB010005145,2400,NI,4,33611.75,0,190,N,N,N,N,650.19,0.1543,61,0.0,0.006218
NB010005152,2100,NI,5,172591.77,0.0,0,N,N,N,N,2368.12,2.3896,86,46.4,0.007739
NB010005159,2500,WAL,7,1884.28,3115.72,0,N,N,N,N,46.32,0.2908,48,0.0,0.021598
NB010005166,2101,SE,7,144626.06,0.0,0,N,N,N,Y,0.0,2.575,206,74.5,0.021988
NB010005173,2101,NI,9,244522.29,0.0,12,N,N,N,Y,0.0,3.3548,79,66.0,0.03806
NB010005180,2100,SE,6,571026.26,0.0,0,N,N,N,N,3622.64,2.4746,186,68.8,0.02186
NB010005187,2500,SW,7,1429.0,1571.0,0,N,N,N,N,18.33,0.2804,92,0.0,0.025169
NB010005194,2400,NW,7,28950.77,0,12,N,N,N,N,2277.46,0.2108,15,0.0,0.038326
NB010005201,2100,SW,9,134237.99,0.0,0,N,N,N,N,1320.01,4.6326,120,58.3,0.065155
NB010005208,2100,WAL,6,516058.42,0.0,0,N,N,N,N,2351.15,4.3547,259,46.1,0.018112
NB010005215,2110,SCO,6,313485.75,0.0,0,Y,N,N,N,2516.42,4.4011,147,77.9,0.024632
NB010005222,2500,SE,7,1178.25,3821.75,0,N,N,N,N,37.58,0.3421,37,0.0,0.019505
NB010005229,2120,MID,1,137666.28,0.0,0,N,N,N,N,3123.97,4.5014,52,74.3,0.00095
NB010005236,2400,WAL,10,44905.12,0,12,N,N,N,N,779.24,0.1199,68,0.0,0.040773
NB010005243 ,2500,NI,9,5036.82,2963.18,0,N,N,N,N,51.68,0.3158,115,0.0,0.049784
NB010005250,2500,LON,6,2221.2,2778.8,0,N,N,N,N,47.65,0.2424,55,0.0,0.012931
NB010005257,2500,SCO,7,2791.74,208.26,0,N,N,N,N,52.29,0.246,63,0.0,0.030757
NB010005264,2101,SCO,6,446750.55,0.0,0,N,N,N,N,3082.84,3.1779,171,72.2,0.025028
NB010005271,2400,WAL,10,37293.21,0,0,N,N,N,N,687.59,0.1512,64,0.0,0.064586
NB010005278,2100,SW,5,571724.1,0.0,0,N,N,N,N,4216.47,2.1198,160,82.6,0.007471
NB010005285 ,2100,NE,6,212430.1,0.0,0,N,N,N,N,1765.26,3.3479,142,65.5,0.020639
NB010005292,2100,WAL,15,229289.65,0.0,0,N,N,Y,N,942.72,2.7449,287,40.2,0.141846
NB010005299,2100,NW,5,377772.54,0.0,95,N,N,Y,N,1580.75,5.6571,282,84.6,0.005443
NB010005306,2600,WAL,7,1407.21,1092.79,0,Y,N,N,N,30.19,0.2781,55,0.0,0.021523
NB010005313,2100,MID,11,396973.29,0.0,0,N,N,N,N,6888.65,4.6102,68,76.1,0.051322
NB010005320,2120,MID,6,256572.19,0.0,0,N,N,N,N,2803.29,4.1747,108,69.1,0.017577
NB010005327,2600,SE,6,1643.98,3356.02,0,N,Y,N,N,37.31,0.3738,52,0.0,0.023312
NB010005334,2500,MID,7,1396.14,103.86,0,N,N,N,N,15.54,0.3047,106,0.0,0.035832
NB010005341 ,2400,SW,10,4040.11,2500,0,N,Y,N,N,79.46,0.1556,60,0.0,0.074985
NB010005348,2400,WAL,8,15044.21,0,0,N,N,N,N,355.04,0.1924,50,0.0,0.048023
NB010005355,2400,SE,4,19716.93,2500,95,N,N,Y,N,447.42,0.1255,52,0.0,0.00519
NB010005362,2500,SE,12,3872.19,1127.81,0,N,N,N,N,91.38,0.1892,50,0.0,0.089872
NB010005369,2100,NW,5,573672.62,0.0,0,N,N,N,N,2366.9,5.047,286,73.9,0.007739
NB010005376,2700,SCO,6,34410.36,0,0,Y,N,N,N,780.85,0.0851,52,0.0,0.013938
NB010005383,2110,SE,6,377873.65,0.0,0,N,N,N,N,4017.04,3.2638,111,87.2,0.023576
NB010005390,2101,NW,5,505567.81,0.0,0,N,N,N,Y,0.0,2.4021,183,81.0,0.010289
NB010005397,2400,LON,7,5314.46,0,0,N,N,N,N,184.44,0.0806,34,0.0,0.020655
NB010005404,2101,MID,3,176679.97,0.0,0,N,N,N,Y,0.0,4.3926,95,65.3,0.003463
